# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-25 05:40:49 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09427520 COLORADO RIVER BELOW PARKER DAM, AZ-CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 09427520
#            TS   parameter     statistic     Description
#          5403       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5403_00060_00003	5403_00060_00003_cd
USGS	09427520	2006-08-06	10300	A
USGS	09427520	2006-08-07	11600	A
USGS	09427520	2006-08-08	11900	A
USGS	09427520	2006-08-09	11800	A
USGS	09427520	2006-08-10	9540	A
USGS	09427520	2006-08-11	10400	A
USGS	09427520	2006-08-12	10400	A
USGS	09427520	2006-08-13	9320	A
USGS	09427520	2006-08-14	8850	A
USGS	09427520	2006-08-15	10300	A
USGS	09427520	2006-08-16	7790	A
USGS	09427520	2006-08-17	8390	A
USGS	09427520	2006-08-18	8320	A
USGS	09427520	2006-08-19	9800	A
USGS	09427520	2006-08-20	10700	A
USGS	09427520	2006-08-21	10900	A
USGS	09427520	2006-08-22	11600	A
USGS	09427520	2006-08-23	11800	A
USGS	09427520	2006-08-24	9240	A
USGS	09427520	2006-08-25	9210	A
USGS	09427520	2006-08-26	10700	A
USGS	09427520	2006-08-27	10700	A
USGS	09427520	2006-08-28	10900	A
USGS	09427520	2006-08-29	8620	A
USGS	09427520	2006-08-30	7410	A
USGS	09427520	2006-08-31	7180	A
USGS	09427520	2006-09-01	8430	A
USGS	09427520	2006-09-02	9130	A
USGS	09427520	2006-09-03	10300	A
USGS	09427520	2006-09-04	9640	A
USGS	09427520	2006-09-05	8060	A
USGS	09427520	2006-09-06	7630	A
USGS	09427520	2006-09-07	4600	A
USGS	09427520	2006-09-08	9750	A
USGS	09427520	2006-09-09	9810	A
USGS	09427520	2006-09-10	9550	A
USGS	09427520	2006-09-11	7560	A
USGS	09427520	2006-09-12	6430	A
USGS	09427520	2006-09-13	6960	A
USGS	09427520	2006-09-14	9910	A
USGS	09427520	2006-09-15	9680	A
USGS	09427520	2006-09-16	9960	A
USGS	09427520	2006-09-17	8890	A
USGS	09427520	2006-09-18	9450	A
USGS	09427520	2006-09-19	9820	A
USGS	09427520	2006-09-20	10800	A
USGS	09427520	2006-09-21	9370	A
USGS	09427520	2006-09-22	10600	A
USGS	09427520	2006-09-23	10300	A
USGS	09427520	2006-09-24	9190	A
USGS	09427520	2006-09-25	8020	A
USGS	09427520	2006-09-26	9430	A
USGS	09427520	2006-09-27	10600	A
USGS	09427520	2006-09-28	7990	A
USGS	09427520	2006-09-29	10400	A
USGS	09427520	2006-09-30	9440	A
USGS	09427520	2006-10-01	8890	A
USGS	09427520	2006-10-02	8430	A
USGS	09427520	2006-10-03	7920	A
USGS	09427520	2006-10-04	7430	A
USGS	09427520	2006-10-05	8000	A
USGS	09427520	2006-10-06	8520	A
USGS	09427520	2006-10-07	8450	A
USGS	09427520	2006-10-08	10400	A
USGS	09427520	2006-10-09	10100	A
USGS	09427520	2006-10-10	8990	A
USGS	09427520	2006-10-11	6430	A
USGS	09427520	2006-10-12	5990	A
USGS	09427520	2006-10-13	7060	A
USGS	09427520	2006-10-14	8000	A
USGS	09427520	2006-10-15	9750	A
USGS	09427520	2006-10-16	9950	A
USGS	09427520	2006-10-17	7830	A
USGS	09427520	2006-10-18	5870	A
USGS	09427520	2006-10-19	5820	A
USGS	09427520	2006-10-20	6890	A
USGS	09427520	2006-10-21	6830	A
USGS	09427520	2006-10-22	7300	A
USGS	09427520	2006-10-23	6670	A
USGS	09427520	2006-10-24	5460	A
USGS	09427520	2006-10-25	4800	A
USGS	09427520	2006-10-26	4010	A
USGS	09427520	2006-10-27	6390	A
USGS	09427520	2006-10-28	6060	A
USGS	09427520	2006-10-29	6330	A
USGS	09427520	2006-10-30	6950	A
USGS	09427520	2006-10-31	5820	A
USGS	09427520	2006-11-01	5310	A
USGS	09427520	2006-11-02	4790	A
USGS	09427520	2006-11-03	4660	A
USGS	09427520	2006-11-04	5780	A
USGS	09427520	2006-11-05	7300	A
USGS	09427520	2006-11-06	8320	A
USGS	09427520	2006-11-07	7830	A
USGS	09427520	2006-11-08	7870	A
USGS	09427520	2006-11-09	4430	A
USGS	09427520	2006-11-10	6300	A
USGS	09427520	2006-11-11	6420	A
USGS	09427520	2006-11-12	5810	A
USGS	09427520	2006-11-13	7420	A
USGS	09427520	2006-11-14	7360	A
USGS	09427520	2006-11-15	5360	A
USGS	09427520	2006-11-16	4880	A
USGS	09427520	2006-11-17	5840	A
USGS	09427520	2006-11-18	5800	A
USGS	09427520	2006-11-19	5800	A
USGS	09427520	2006-11-20	7740	A
USGS	09427520	2006-11-21	6750	A
USGS	09427520	2006-11-22	7230	A
USGS	09427520	2006-11-23	4000	A
USGS	09427520	2006-11-24	4830	A
USGS	09427520	2006-11-25	4700	A
USGS	09427520	2006-11-26	5190	A
USGS	09427520	2006-11-27	5000	A
USGS	09427520	2006-11-28	5390	A
USGS	09427520	2006-11-29	5390	A
USGS	09427520	2006-11-30	4910	A
USGS	09427520	2006-12-01	6320	A
USGS	09427520	2006-12-02	7060	A
USGS	09427520	2006-12-03	7290	A
USGS	09427520	2006-12-04	7240	A
USGS	09427520	2006-12-05	7300	A
USGS	09427520	2006-12-06	7340	A
USGS	09427520	2006-12-07	6480	A
USGS	09427520	2006-12-08	5810	A
USGS	09427520	2006-12-09	5950	A
USGS	09427520	2006-12-10	5960	A
USGS	09427520	2006-12-11	6510	A
USGS	09427520	2006-12-12	8480	A
USGS	09427520	2006-12-13	6620	A
USGS	09427520	2006-12-14	4840	A
USGS	09427520	2006-12-15	4410	A
USGS	09427520	2006-12-16	5460	A
USGS	09427520	2006-12-17	5840	A
USGS	09427520	2006-12-18	6330	A
USGS	09427520	2006-12-19	6070	A
USGS	09427520	2006-12-20	4930	A
USGS	09427520	2006-12-21	2860	A
USGS	09427520	2006-12-22	2140	A
USGS	09427520	2006-12-23	2690	A
USGS	09427520	2006-12-24	4370	A
USGS	09427520	2006-12-25	5030	A
USGS	09427520	2006-12-26	5020	A
USGS	09427520	2006-12-27	4780	A
USGS	09427520	2006-12-28	3970	A
USGS	09427520	2006-12-29	2270	A
USGS	09427520	2006-12-30	2030	A
USGS	09427520	2006-12-31	3110	A
USGS	09427520	2007-01-01	2930	A
USGS	09427520	2007-01-02	3240	A
USGS	09427520	2007-01-03	4170	A
USGS	09427520	2007-01-04	3330	A
USGS	09427520	2007-01-05	5260	A
USGS	09427520	2007-01-06	6180	A
USGS	09427520	2007-01-07	5310	A
USGS	09427520	2007-01-08	5180	A
USGS	09427520	2007-01-09	6000	A
USGS	09427520	2007-01-10	5840	A
USGS	09427520	2007-01-11	5770	A
USGS	09427520	2007-01-12	6270	A
USGS	09427520	2007-01-13	6030	A
USGS	09427520	2007-01-14	6840	A
USGS	09427520	2007-01-15	7320	A
USGS	09427520	2007-01-16	7810	A
USGS	09427520	2007-01-17	6870	A
USGS	09427520	2007-01-18	5460	A
USGS	09427520	2007-01-19	5900	A
USGS	09427520	2007-01-20	5860	A
USGS	09427520	2007-01-21	6310	A
USGS	09427520	2007-01-22	5400	A
USGS	09427520	2007-01-23	5400	A
USGS	09427520	2007-01-24	5360	A
USGS	09427520	2007-01-25	4930	A
USGS	09427520	2007-01-26	5470	A
USGS	09427520	2007-01-27	5820	A
USGS	09427520	2007-01-28	5390	A
USGS	09427520	2007-01-29	4410	A
USGS	09427520	2007-01-30	4530	A
USGS	09427520	2007-01-31	5440	A
USGS	09427520	2007-02-01	4980	A
USGS	09427520	2007-02-02	5340	A
USGS	09427520	2007-02-03	6250	A
USGS	09427520	2007-02-04	6260	A
USGS	09427520	2007-02-05	5840	A
USGS	09427520	2007-02-06	6280	A
USGS	09427520	2007-02-07	5810	A
USGS	09427520	2007-02-08	6020	A
USGS	09427520	2007-02-09	6050	A
USGS	09427520	2007-02-10	5960	A
USGS	09427520	2007-02-11	6220	A
USGS	09427520	2007-02-12	8140	A
USGS	09427520	2007-02-13	8060	A
USGS	09427520	2007-02-14	7360	A
USGS	09427520	2007-02-15	9150	A
USGS	09427520	2007-02-16	6660	A
USGS	09427520	2007-02-17	8080	A
USGS	09427520	2007-02-18	9480	A
USGS	09427520	2007-02-19	10400	A
USGS	09427520	2007-02-20	10500	A
USGS	09427520	2007-02-21	8030	A
USGS	09427520	2007-02-22	6220	A
USGS	09427520	2007-02-23	8580	A
USGS	09427520	2007-02-24	9080	A
USGS	09427520	2007-02-25	10500	A
USGS	09427520	2007-02-26	10500	A
USGS	09427520	2007-02-27	9760	A
USGS	09427520	2007-02-28	9230	A
USGS	09427520	2007-03-01	6290	A
USGS	09427520	2007-03-02	9190	A
USGS	09427520	2007-03-03	9230	A
USGS	09427520	2007-03-04	10100	A
USGS	09427520	2007-03-05	11400	A
USGS	09427520	2007-03-06	10400	A
USGS	09427520	2007-03-07	9040	A
USGS	09427520	2007-03-08	8560	A
USGS	09427520	2007-03-09	10400	A
USGS	09427520	2007-03-10	11400	A
USGS	09427520	2007-03-11	11000	A
USGS	09427520	2007-03-12	11000	A
USGS	09427520	2007-03-13	12300	A
USGS	09427520	2007-03-14	10600	A
USGS	09427520	2007-03-15	9220	A
USGS	09427520	2007-03-16	11100	A
USGS	09427520	2007-03-17	11600	A
USGS	09427520	2007-03-18	10200	A
USGS	09427520	2007-03-19	11200	A
USGS	09427520	2007-03-20	12200	A
USGS	09427520	2007-03-21	12700	A
USGS	09427520	2007-03-22	12100	A
USGS	09427520	2007-03-23	12700	A
USGS	09427520	2007-03-24	9870	A
USGS	09427520	2007-03-25	11100	A
USGS	09427520	2007-03-26	12200	A
USGS	09427520	2007-03-27	10800	A
USGS	09427520	2007-03-28	9810	A
USGS	09427520	2007-03-29	9260	A
USGS	09427520	2007-03-30	10700	A
USGS	09427520	2007-03-31	13300	A
USGS	09427520	2007-04-01	13300	A
USGS	09427520	2007-04-02	13200	A
USGS	09427520	2007-04-03	13800	A
USGS	09427520	2007-04-04	11800	A
USGS	09427520	2007-04-05	11700	A
USGS	09427520	2007-04-06	12800	A
USGS	09427520	2007-04-07	11800	A
USGS	09427520	2007-04-08	12800	A
USGS	09427520	2007-04-09	13700	A
USGS	09427520	2007-04-10	12800	A
USGS	09427520	2007-04-11	12800	A
USGS	09427520	2007-04-12	11300	A
USGS	09427520	2007-04-13	11700	A
USGS	09427520	2007-04-14	12800	A
USGS	09427520	2007-04-15	12300	A
USGS	09427520	2007-04-16	13800	A
USGS	09427520	2007-04-17	14300	A
USGS	09427520	2007-04-18	13300	A
USGS	09427520	2007-04-19	11800	A
USGS	09427520	2007-04-20	12400	A
USGS	09427520	2007-04-21	12200	A
USGS	09427520	2007-04-22	10900	A
USGS	09427520	2007-04-23	11800	A
USGS	09427520	2007-04-24	12300	A
USGS	09427520	2007-04-25	11800	A
USGS	09427520	2007-04-26	10900	A
USGS	09427520	2007-04-27	11800	A
USGS	09427520	2007-04-28	12300	A
USGS	09427520	2007-04-29	11900	A
USGS	09427520	2007-04-30	12300	A
USGS	09427520	2007-05-01	12400	A
USGS	09427520	2007-05-02	11900	A
USGS	09427520	2007-05-03	11800	A
USGS	09427520	2007-05-04	12100	A
USGS	09427520	2007-05-05	12400	A
USGS	09427520	2007-05-06	10900	A
USGS	09427520	2007-05-07	11900	A
USGS	09427520	2007-05-08	10900	A
USGS	09427520	2007-05-09	12400	A
USGS	09427520	2007-05-10	12500	A
USGS	09427520	2007-05-11	12000	A
USGS	09427520	2007-05-12	12900	A
USGS	09427520	2007-05-13	13700	A
USGS	09427520	2007-05-14	13700	A
USGS	09427520	2007-05-15	13500	A
USGS	09427520	2007-05-16	12000	A
USGS	09427520	2007-05-17	8990	A
USGS	09427520	2007-05-18	12000	A
USGS	09427520	2007-05-19	12500	A
USGS	09427520	2007-05-20	12000	A
USGS	09427520	2007-05-21	12000	A
USGS	09427520	2007-05-22	11500	A
USGS	09427520	2007-05-23	10000	A
USGS	09427520	2007-05-24	7670	A
USGS	09427520	2007-05-25	11100	A
USGS	09427520	2007-05-26	11100	A
USGS	09427520	2007-05-27	10600	A
USGS	09427520	2007-05-28	11600	A
USGS	09427520	2007-05-29	12100	A
USGS	09427520	2007-05-30	11600	A
USGS	09427520	2007-05-31	11200	A
USGS	09427520	2007-06-01	11600	A
USGS	09427520	2007-06-02	13100	A
USGS	09427520	2007-06-03	14000	A
USGS	09427520	2007-06-04	12800	A
USGS	09427520	2007-06-05	12300	A
USGS	09427520	2007-06-06	10800	A
USGS	09427520	2007-06-07	8630	A
USGS	09427520	2007-06-08	9140	A
USGS	09427520	2007-06-09	11100	A
USGS	09427520	2007-06-10	12100	A
USGS	09427520	2007-06-11	12600	A
USGS	09427520	2007-06-12	13700	A
USGS	09427520	2007-06-13	14600	A
USGS	09427520	2007-06-14	9290	A
USGS	09427520	2007-06-15	13200	A
USGS	09427520	2007-06-16	12700	A
USGS	09427520	2007-06-17	12700	A
USGS	09427520	2007-06-18	12700	A
USGS	09427520	2007-06-19	12300	A
USGS	09427520	2007-06-20	12200	A
USGS	09427520	2007-06-21	10700	A
USGS	09427520	2007-06-22	11700	A
USGS	09427520	2007-06-23	12200	A
USGS	09427520	2007-06-24	13300	A
USGS	09427520	2007-06-25	13900	A
USGS	09427520	2007-06-26	13600	A
USGS	09427520	2007-06-27	14100	A
USGS	09427520	2007-06-28	12000	A
USGS	09427520	2007-06-29	12200	A
USGS	09427520	2007-06-30	14700	A
USGS	09427520	2007-07-01	12400	A
USGS	09427520	2007-07-02	13000	A
USGS	09427520	2007-07-03	13800	A
USGS	09427520	2007-07-04	13800	A
USGS	09427520	2007-07-05	10200	A
USGS	09427520	2007-07-06	13200	A
USGS	09427520	2007-07-07	14300	A
USGS	09427520	2007-07-08	14300	A
USGS	09427520	2007-07-09	13800	A
USGS	09427520	2007-07-10	13800	A
USGS	09427520	2007-07-11	12700	A
USGS	09427520	2007-07-12	10800	A
USGS	09427520	2007-07-13	13800	A
USGS	09427520	2007-07-14	11900	A
USGS	09427520	2007-07-15	12800	A
USGS	09427520	2007-07-16	13300	A
USGS	09427520	2007-07-17	14000	A
USGS	09427520	2007-07-18	13400	A
USGS	09427520	2007-07-19	12700	A
USGS	09427520	2007-07-20	13400	A
USGS	09427520	2007-07-21	13300	A
USGS	09427520	2007-07-22	12700	A
USGS	09427520	2007-07-23	11700	A
USGS	09427520	2007-07-24	11200	A
USGS	09427520	2007-07-25	10200	A
USGS	09427520	2007-07-26	10200	A
USGS	09427520	2007-07-27	11200	A
USGS	09427520	2007-07-28	12200	A
USGS	09427520	2007-07-29	10600	A
USGS	09427520	2007-07-30	10700	A
USGS	09427520	2007-07-31	10700	A
USGS	09427520	2007-08-01	9650	A
USGS	09427520	2007-08-02	8570	A
USGS	09427520	2007-08-03	10600	A
USGS	09427520	2007-08-04	10500	A
USGS	09427520	2007-08-05	9720	A
USGS	09427520	2007-08-06	9720	A
USGS	09427520	2007-08-07	9740	A
USGS	09427520	2007-08-08	9620	A
USGS	09427520	2007-08-09	7020	A
USGS	09427520	2007-08-10	11800	A
USGS	09427520	2007-08-11	10700	A
USGS	09427520	2007-08-12	10700	A
USGS	09427520	2007-08-13	11300	A
USGS	09427520	2007-08-14	11900	A
USGS	09427520	2007-08-15	12200	A
USGS	09427520	2007-08-16	8300	A
USGS	09427520	2007-08-17	10300	A
USGS	09427520	2007-08-18	9800	A
USGS	09427520	2007-08-19	11200	A
USGS	09427520	2007-08-20	12500	A
USGS	09427520	2007-08-21	10900	A
USGS	09427520	2007-08-22	8920	A
USGS	09427520	2007-08-23	7860	A
USGS	09427520	2007-08-24	8440	A
USGS	09427520	2007-08-25	11400	A
USGS	09427520	2007-08-26	12400	A
USGS	09427520	2007-08-27	12000	A
USGS	09427520	2007-08-28	10800	A
USGS	09427520	2007-08-29	8760	A
USGS	09427520	2007-08-30	8670	A
USGS	09427520	2007-08-31	7440	A
USGS	09427520	2007-09-01	9840	A
USGS	09427520	2007-09-02	9380	A
USGS	09427520	2007-09-03	9310	A
USGS	09427520	2007-09-04	9280	A
USGS	09427520	2007-09-05	8270	A
USGS	09427520	2007-09-06	8260	A
USGS	09427520	2007-09-07	8810	A
USGS	09427520	2007-09-08	10300	A
USGS	09427520	2007-09-09	10900	A
USGS	09427520	2007-09-10	10600	A
USGS	09427520	2007-09-11	9820	A
USGS	09427520	2007-09-12	8790	A
USGS	09427520	2007-09-13	7540	A
USGS	09427520	2007-09-14	8360	A
USGS	09427520	2007-09-15	9360	A
USGS	09427520	2007-09-16	10700	A
USGS	09427520	2007-09-17	11200	A
USGS	09427520	2007-09-18	10800	A
USGS	09427520	2007-09-19	10500	A
USGS	09427520	2007-09-20	8870	A
USGS	09427520	2007-09-21	9990	A
USGS	09427520	2007-09-22	9440	A
USGS	09427520	2007-09-23	8890	A
USGS	09427520	2007-09-24	8920	A
USGS	09427520	2007-09-25	8390	A
USGS	09427520	2007-09-26	6800	A
USGS	09427520	2007-09-27	7280	A
USGS	09427520	2007-09-28	8010	A
USGS	09427520	2007-09-29	8350	A
USGS	09427520	2007-09-30	8890	A
USGS	09427520	2007-10-01	8400	A
USGS	09427520	2007-10-02	7860	A
USGS	09427520	2007-10-03	7350	A
USGS	09427520	2007-10-04	7330	A
USGS	09427520	2007-10-05	8380	A
USGS	09427520	2007-10-06	7820	A
USGS	09427520	2007-10-07	7280	A
USGS	09427520	2007-10-08	8300	A
USGS	09427520	2007-10-09	8840	A
USGS	09427520	2007-10-10	8830	A
USGS	09427520	2007-10-11	6660	A
USGS	09427520	2007-10-12	7310	A
USGS	09427520	2007-10-13	6770	A
USGS	09427520	2007-10-14	7260	A
USGS	09427520	2007-10-15	8310	A
USGS	09427520	2007-10-16	8370	A
USGS	09427520	2007-10-17	6800	A
USGS	09427520	2007-10-18	5350	A
USGS	09427520	2007-10-19	6670	A
USGS	09427520	2007-10-20	6570	A
USGS	09427520	2007-10-21	6850	A
USGS	09427520	2007-10-22	6720	A
USGS	09427520	2007-10-23	6180	A
USGS	09427520	2007-10-24	5190	A
USGS	09427520	2007-10-25	5690	A
USGS	09427520	2007-10-26	6240	A
USGS	09427520	2007-10-27	7740	A
USGS	09427520	2007-10-28	7770	A
USGS	09427520	2007-10-29	8290	A
USGS	09427520	2007-10-30	7320	A
USGS	09427520	2007-10-31	4860	A
USGS	09427520	2007-11-01	4750	A
USGS	09427520	2007-11-02	5210	A
USGS	09427520	2007-11-03	6240	A
USGS	09427520	2007-11-04	6700	A
USGS	09427520	2007-11-05	6790	A
USGS	09427520	2007-11-06	6730	A
USGS	09427520	2007-11-07	6210	A
USGS	09427520	2007-11-08	4850	A
USGS	09427520	2007-11-09	5200	A
USGS	09427520	2007-11-10	5780	A
USGS	09427520	2007-11-11	6790	A
USGS	09427520	2007-11-12	4530	A
USGS	09427520	2007-11-13	5780	A
USGS	09427520	2007-11-14	4170	A
USGS	09427520	2007-11-15	4360	A
USGS	09427520	2007-11-16	4690	A
USGS	09427520	2007-11-17	5240	A
USGS	09427520	2007-11-18	6800	A
USGS	09427520	2007-11-19	4320	A
USGS	09427520	2007-11-20	5800	A
USGS	09427520	2007-11-21	4840	A
USGS	09427520	2007-11-22	4260	A
USGS	09427520	2007-11-23	4770	A
USGS	09427520	2007-11-24	4740	A
USGS	09427520	2007-11-25	6210	A
USGS	09427520	2007-11-26	5310	A
USGS	09427520	2007-11-27	6260	A
USGS	09427520	2007-11-28	5770	A
USGS	09427520	2007-11-29	4750	A
USGS	09427520	2007-11-30	4750	A
USGS	09427520	2007-12-01	3830	A
USGS	09427520	2007-12-02	3340	A
USGS	09427520	2007-12-03	2890	A
USGS	09427520	2007-12-04	2060	A
USGS	09427520	2007-12-05	2020	A
USGS	09427520	2007-12-06	2030	A
USGS	09427520	2007-12-07	2930	A
USGS	09427520	2007-12-08	2920	A
USGS	09427520	2007-12-09	3680	A
USGS	09427520	2007-12-10	5260	A
USGS	09427520	2007-12-11	5070	A
USGS	09427520	2007-12-12	4150	A
USGS	09427520	2007-12-13	3720	A
USGS	09427520	2007-12-14	3800	A
USGS	09427520	2007-12-15	3640	A
USGS	09427520	2007-12-16	4570	A
USGS	09427520	2007-12-17	6130	A
USGS	09427520	2007-12-18	7840	A
USGS	09427520	2007-12-19	7600	A
USGS	09427520	2007-12-20	4640	A
USGS	09427520	2007-12-21	3540	A
USGS	09427520	2007-12-22	2770	A
USGS	09427520	2007-12-23	2750	A
USGS	09427520	2007-12-24	4880	A
USGS	09427520	2007-12-25	4580	A
USGS	09427520	2007-12-26	4500	A
USGS	09427520	2007-12-27	3660	A
USGS	09427520	2007-12-28	5010	A
USGS	09427520	2007-12-29	3020	A
USGS	09427520	2007-12-30	3820	A
USGS	09427520	2007-12-31	5790	A
USGS	09427520	2008-01-01	4830	A
USGS	09427520	2008-01-02	4450	A
USGS	09427520	2008-01-03	2300	A
USGS	09427520	2008-01-04	4320	A
USGS	09427520	2008-01-05	5380	A
USGS	09427520	2008-01-06	3870	A
USGS	09427520	2008-01-07	5080	A
USGS	09427520	2008-01-08	4010	A
USGS	09427520	2008-01-09	4120	A
USGS	09427520	2008-01-10	3980	A
USGS	09427520	2008-01-11	5030	A
USGS	09427520	2008-01-12	5700	A
USGS	09427520	2008-01-13	4740	A
USGS	09427520	2008-01-14	5060	A
USGS	09427520	2008-01-15	4500	A
USGS	09427520	2008-01-16	4060	A
USGS	09427520	2008-01-17	5020	A
USGS	09427520	2008-01-18	6000	A
USGS	09427520	2008-01-19	8800	A
USGS	09427520	2008-01-20	7830	A
USGS	09427520	2008-01-21	6900	A
USGS	09427520	2008-01-22	5810	A
USGS	09427520	2008-01-23	6340	A
USGS	09427520	2008-01-24	4360	A
USGS	09427520	2008-01-25	5280	A
USGS	09427520	2008-01-26	4730	A
USGS	09427520	2008-01-27	3010	A
USGS	09427520	2008-01-28	2030	A
USGS	09427520	2008-01-29	3360	A
USGS	09427520	2008-01-30	5710	A
USGS	09427520	2008-01-31	3730	A
USGS	09427520	2008-02-01	5510	A
USGS	09427520	2008-02-02	4780	A
USGS	09427520	2008-02-03	4500	A
USGS	09427520	2008-02-04	5630	A
USGS	09427520	2008-02-05	7560	A
USGS	09427520	2008-02-06	6730	A
USGS	09427520	2008-02-07	5610	A
USGS	09427520	2008-02-08	7240	A
USGS	09427520	2008-02-09	7480	A
USGS	09427520	2008-02-10	7800	A
USGS	09427520	2008-02-11	8280	A
USGS	09427520	2008-02-12	9160	A
USGS	09427520	2008-02-13	8990	A
USGS	09427520	2008-02-14	9190	A
USGS	09427520	2008-02-15	8680	A
USGS	09427520	2008-02-16	9800	A
USGS	09427520	2008-02-17	9070	A
USGS	09427520	2008-02-18	8920	A
USGS	09427520	2008-02-19	8790	A
USGS	09427520	2008-02-20	9330	A
USGS	09427520	2008-02-21	6280	A
USGS	09427520	2008-02-22	8780	A
USGS	09427520	2008-02-23	8810	A
USGS	09427520	2008-02-24	9360	A
USGS	09427520	2008-02-25	8720	A
USGS	09427520	2008-02-26	8820	A
USGS	09427520	2008-02-27	11600	A
USGS	09427520	2008-02-28	10800	A
USGS	09427520	2008-02-29	12500	A
USGS	09427520	2008-03-01	12900	A
USGS	09427520	2008-03-02	10900	A
USGS	09427520	2008-03-03	11000	A
USGS	09427520	2008-03-04	10900	A
USGS	09427520	2008-03-05	10500	A
USGS	09427520	2008-03-06	9870	A
USGS	09427520	2008-03-07	11500	A
USGS	09427520	2008-03-08	11400	A
USGS	09427520	2008-03-09	11200	A
USGS	09427520	2008-03-10	11500	A
USGS	09427520	2008-03-11	11800	A
USGS	09427520	2008-03-12	11000	A
USGS	09427520	2008-03-13	10700	A
USGS	09427520	2008-03-14	11500	A
USGS	09427520	2008-03-15	12600	A
USGS	09427520	2008-03-16	13100	A
USGS	09427520	2008-03-17	12600	A
USGS	09427520	2008-03-18	13100	A
USGS	09427520	2008-03-19	13700	A
USGS	09427520	2008-03-20	10400	A
USGS	09427520	2008-03-21	12600	A
USGS	09427520	2008-03-22	12100	A
USGS	09427520	2008-03-23	12600	A
USGS	09427520	2008-03-24	12900	A
USGS	09427520	2008-03-25	13600	A
USGS	09427520	2008-03-26	13700	A
USGS	09427520	2008-03-27	12100	A
USGS	09427520	2008-03-28	13600	A
USGS	09427520	2008-03-29	14100	A
USGS	09427520	2008-03-30	14100	A
USGS	09427520	2008-03-31	14000	A
USGS	09427520	2008-04-01	14200	A
USGS	09427520	2008-04-02	14800	A
USGS	09427520	2008-04-03	13300	A
USGS	09427520	2008-04-04	13900	A
USGS	09427520	2008-04-05	14700	A
USGS	09427520	2008-04-06	14800	A
USGS	09427520	2008-04-07	15400	A
USGS	09427520	2008-04-08	14800	A
USGS	09427520	2008-04-09	13800	A
USGS	09427520	2008-04-10	13200	A
USGS	09427520	2008-04-11	13600	A
USGS	09427520	2008-04-12	14100	A
USGS	09427520	2008-04-13	14600	A
USGS	09427520	2008-04-14	15400	A
USGS	09427520	2008-04-15	15600	A
USGS	09427520	2008-04-16	15400	A
USGS	09427520	2008-04-17	14000	A
USGS	09427520	2008-04-18	14000	A
USGS	09427520	2008-04-19	14200	A
USGS	09427520	2008-04-20	14500	A
USGS	09427520	2008-04-21	15300	A
USGS	09427520	2008-04-22	15500	A
USGS	09427520	2008-04-23	15600	A
USGS	09427520	2008-04-24	14200	A
USGS	09427520	2008-04-25	14500	A
USGS	09427520	2008-04-26	14200	A
USGS	09427520	2008-04-27	12200	A
USGS	09427520	2008-04-28	13100	A
USGS	09427520	2008-04-29	13200	A
USGS	09427520	2008-04-30	12700	A
USGS	09427520	2008-05-01	11200	A
USGS	09427520	2008-05-02	12000	A
USGS	09427520	2008-05-03	12700	A
USGS	09427520	2008-05-04	13700	A
USGS	09427520	2008-05-05	13200	A
USGS	09427520	2008-05-06	12700	A
USGS	09427520	2008-05-07	12200	A
USGS	09427520	2008-05-08	10100	A
USGS	09427520	2008-05-09	12200	A
USGS	09427520	2008-05-10	12200	A
USGS	09427520	2008-05-11	12200	A
USGS	09427520	2008-05-12	11700	A
USGS	09427520	2008-05-13	11600	A
USGS	09427520	2008-05-14	11200	A
USGS	09427520	2008-05-15	10100	A
USGS	09427520	2008-05-16	12100	A
USGS	09427520	2008-05-17	13000	A
USGS	09427520	2008-05-18	13100	A
USGS	09427520	2008-05-19	12800	A
USGS	09427520	2008-05-20	12300	A
USGS	09427520	2008-05-21	11200	A
USGS	09427520	2008-05-22	10300	A
USGS	09427520	2008-05-23	10300	A
USGS	09427520	2008-05-24	10300	A
USGS	09427520	2008-05-25	10200	A
USGS	09427520	2008-05-26	9830	A
USGS	09427520	2008-05-27	9220	A
USGS	09427520	2008-05-28	9280	A
USGS	09427520	2008-05-29	9130	A
USGS	09427520	2008-05-30	9690	A
USGS	09427520	2008-05-31	9760	A
USGS	09427520	2008-06-01	10700	A
USGS	09427520	2008-06-02	11800	A
USGS	09427520	2008-06-03	14400	A
USGS	09427520	2008-06-04	10900	A
USGS	09427520	2008-06-05	9210	A
USGS	09427520	2008-06-06	11900	A
USGS	09427520	2008-06-07	12900	A
USGS	09427520	2008-06-08	13300	A
